2020-09-01, 1606194
2020-09-02, 1501440
2020-09-03, 1546033
2020-09-04, 1585474
2020-09-05, 998169
2020-09-06, 708726
2020-09-07, 1862730
2020-09-08, 2337781
2020-09-09, 1938050
2020-09-10, 1425466
2020-09-11, 1538414
2020-09-12, 2302423
2020-09-13, 883772
2020-09-14, 1996418
2020-09-15, 1556760
2020-09-16, 1820369
2020-09-17, 1728839
2020-09-18, 1559332
2020-09-19, 985400
2020-09-20, 719705
2020-09-21, 1505786
2020-09-22, 1570463
2020-09-23, 2132297
2020-09-24, 1589804
2020-09-25, 1632578
2020-10-03, 1010688
2020-10-04, 738529
2020-10-05, 1566519
2020-10-06, 1961749
2020-10-07, 1675340
2020-10-08, 1658525
2020-10-09, 2176958
2020-10-10, 1005902
2020-10-11, 731623
2020-10-12, 1783560
2020-10-13, 1586988
2020-10-14, 1681703
2020-10-15, 1685172
2020-10-16, 1517336
2020-10-17, 1036600
2020-10-18, 805680
2020-10-19, 1587184
2020-10-20, 1646646
2020-10-21, 1825484
2020-10-22, 1664109
2020-10-23, 1655787
2020-10-24, 1246524
2020-10-25, 756265
2020-10-26, 1841060
2020-10-27, 1663023
2020-10-28, 1700446
2020-10-29, 2430728
2020-10-30, 1607301
2020-10-31, 990135
2020-11-01, 702318
2020-11-02, 1649375
2020-11-03, 1505669
2020-11-04, 1588600
2020-11-05, 1815569
2020-11-06, 1695237
2020-11-07, 1093355
2020-11-08, 822610
2020-11-09, 1667094
2020-11-10, 2426185
2020-11-11, 1790189
2020-11-12, 1712601
2020-11-13, 1662588
2020-11-14, 1404478
2020-11-15, 1368582
2020-11-16, 1640832
2020-11-17, 1675364
2020-11-18, 2083135
2020-11-19, 1666869
2020-11-20, 1977611
2020-11-21, 1020623
2020-11-22, 723104
2020-11-23, 1867573
2020-11-24, 2297260
2020-11-25, 1556745
2020-11-26, 584566
2020-11-27, 1170961
2020-11-28, 913816
2020-11-29, 1181792
2020-11-30, 1866300
2020-12-01, 1708942
2020-12-02, 1694053
2020-12-03, 2045713
2020-12-04, 1558332
